"identifier	Origin	DiffAvg	definition",,,,,,,,,,
"MOD:00041	E	44.01	""A protein modification that effectively converts an L-glutamic acid residue to L-gamma-carboxyglutamic acid.""",,,,,,,,,,
"MOD:00206	E	57.05	""A protein modification that effectively converts an L-glutamic acid residue to L-isoglutamyl-polyglycine.""",,,,,,,,,,
"MOD:01216	E	57.05	""A protein modification that effectively converts an L-glutamic acid residue to O5-(carboxamidomethyl)glutamate.""",,,,,,,,,,
"MOD:01210	E	62.54	""A protein modification that effectively converts an L-glutamic acid residue to the copper(1+) glutamate salt.""",,,,,,,,,,
"MOD:00992	E	74.08	""modification from DeltaMass""",,,,,,,,,,
"MOD:01107	E	90.13	""A protein modification that effectively converts an L-glutamic acid residue to O5-benzyl-L-glutamate.""",,,,,,,,,,
"MOD:01108	E	90.13	""A protein modification that effectively converts an L-glutamic acid residue to 2-amino-5-(4-methoxyphenyl)-5-oxopentanoic acid"," glutamtic acid anisole adduct.""",,,,,,,,,
"MOD:01971	E	114.15	""A protein modification that effectively converts an L-glutamic acid residue to N2-ornithine.""",,,,,,,,,,
"MOD:01607	E	127.14	""A protein modification that effectively converts an L-glutamic acid residue to 5-glutamyl allysine.""",,,,,,,,,,
"MOD:01608	E	128.18	""A protein modification that effectively converts an L-glutamic acid residue to N2-(L-isoglutamyl)-L-lysine. This is not an isopeptide cross-link.""",,,,,,,,,,
"MOD:00207	E	129.12	""A protein modification that effectively converts an L-glutamic acid residue to isoglutamyl-polyglutamic acid"," forming an isopeptide bond with a polyglutamic acid.""",,,,,,,,,
"MOD:01970	E	129.12	""A protein modification that effectively converts an L-glutamic acid residue to 5-glutamyl glutamic acid"," forming an isopeptide bond with a free glutamic acid.""",,,,,,,,,
"MOD:01605	E	143.14	""A protein modification that effectively converts an L-glutamic acid residue to 5-glutamyl 2-aminoadipic acid.""",,,,,,,,,,
"MOD:01218	E	155.00	""modification from UniMod Isotopic label -""",,,,,,,,,,
"MOD:01220	E	161.02	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:00179	E	197.13	""A protein modification that effectively converts an L-glutamic acid residue to L-glutamyl 5-glycerylphosphorylethanolamine.""",,,,,,,,,,
"MOD:01606	E	223.12	""A protein modification that effectively converts an L-glutamic acid residue to 5-glutamyl 2-aminoadipic 6-phosphoric anhydride.""",,,,,,,,,,
"MOD:00873	E	258.23	""A protein modification that effectively converts an L-glutamic acid residue to isoglutamyl glutamyl-glutamic acid"," forming an isopeptide bond with a diglutamic acid.""",,,,,,,,,
"MOD:00874	E	387.35	""A protein modification that effectively converts an L-glutamic acid residue to isoglutamyl glutamyl-glutamyl-glutamic acid"," forming an isopeptide bond with a triglutamic acid.""",,,,,,,,,
"MOD:00875	E	516.46	""A protein modification that effectively converts an L-glutamic acid residue to isoglutamyl glutamyl-glutamyl-glutamyl-glutamic acid"," forming an isopeptide bond with a tetraglutamic acid.""",,,,,,,,,
"MOD:00300	E	541.30	""A protein modification that effectively converts an L-glutamic acid residue to L-glutamyl-5-poly(ADP-ribose).""",,,,,,,,,,
"MOD:00329	E	614.48	""A protein modification that effectively results from forming an adduct between a glutamic acid residue and the porphyrin compound heme b", (7,12-diethenyl-3,8,13,17-tetramethylporphyrin-2,"18-dipropanoato)iron.""",,,,
"MOD:01972	E	749.52	""A protein modification that effectively converts an L-glutamic acid residue to 5-glutamyl coenzyme A thioester.""",,,,,,,,,,
"MOD:01644	F	-147.18	""A protein modification that effectively removes or replaces an L-phenylalanine.""",,,,,,,,,,
"MOD:01789	F	-27.00	""A protein modification that effectively converts an N-terminal L-phenylalanine residue to phenylalanine immonium ion.""",,,,,,,,,,
"MOD:00103	F	-0.98	""A protein modification that effectively converts an L-phenylalanine residue to L-phenylalanine amide.""",,,,,,,,,,
"MOD:00137	F	0.98	""A protein modification that effectively converts an L-phenylalanine residue into L-3-phenyllactic acid.""",,,,,,,,,,
"MOD:01327	F	9.03	""A protein modification that effectively converts an L-phenylalanine residue to 9x(13)C labeled L-phenylalanine.""",,,,,,,,,,
"MOD:00589	F	10.03	""A protein modification that effectively converts an L-phenylalanine residue to (13)C","(15)N labeled L-phenylalanine.""",,,,,,,,,
"MOD:00074	F	14.03	""A protein modification that effectively converts an L-phenylalanine residue to N-methyl-L-phenylalanine.""",,,,,,,,,,
"MOD:01063	F	14.03	""A protein modification that effectively converts an L-phenylalanine residue to a monomethylated phenylalanine.""",,,,,,,,,,
"MOD:01385	F	16.00	""A protein modification that effectively converts an L-phenylalanine residue to 3-hydroxy-L-phenylalanine.""",,,,,,,,,,
"MOD:01227	F	17.99	""A protein modification that effectively converts an L-phenylalanine residue to an L-fluorophenylalanine.""",,,,,,,,,,
"MOD:01476	F	17.99	""A protein modification that effectively converts an L-phenylalanine residue to an 2&apos;-fluoro-L-fluorophenylalanine.""",,,,,,,,,,
"MOD:01477	F	17.99	""A protein modification that effectively converts an L-phenylalanine residue to an 3&apos;-fluoro-L-fluorophenylalanine.""",,,,,,,,,,
"MOD:01478	F	17.99	""A protein modification that effectively converts an L-phenylalanine residue into an 4&apos;-fluoro-L-fluorophenylalanine.""",,,,,,,,,,
"MOD:00465	F	32.00	""A protein modification that effectively converts an L-phenylalanine residue to a dihydroxyphenylalanine.""",,,,,,,,,,
"MOD:01091	F	34.44	""A protein modification that effectively substitutes one hydrogen atom of an L-phenylalanine residue with one chlorine atom.""",,,,,,,,,,
"MOD:00784	F	42.04	""A protein modification that effectively converts an L-phenylalanine residue to N-acetyl-L-phenylalanine.""",,,,,,,,,,
"MOD:00183	F	78.90	""A protein modification that effectively converts an L-phenylalanine residue to L-2&apos;-bromophenylalanine.""",,,,,,,,,,
"MOD:00184	F	78.90	""A protein modification that effectively converts an L-phenylalanine residue to L-3&apos;-bromophenylalanine.""",,,,,,,,,,
"MOD:00185	F	78.90	""A protein modification that effectively converts an L-phenylalanine residue to L-4&apos;-bromophenylalanine.""",,,,,,,,,,
"MOD:00972	F	78.90	""A protein modification that effectively converts an L-phenylalanine residue to a monobrominated L-phenylalanine"," such as L-2&apos;-bromophenylalanine.""",,,,,,,,,
"MOD:00995	F	79.91	""A protein modification that effectively converts an L-phenylalanine residue to (81)Br-L-2&apos;-bromophenylalanine.""",,,,,,,,,,
"MOD:01250	F	322.17	""A protein modification that is produced by reaction of iodouridine monophosphate", or a polynucleotide containing iodouridine," with an L-phenylalanine residue.""",,,,,,,,
"MOD:01638	G	-57.05	""A protein modification that effectively removes or replaces a glycine.""",,,,,,,,,,
"MOD:00097	G	-0.98	""A protein modification that effectively converts a glycine residue to glycine amide.""",,,,,,,,,,
"MOD:01990	G	1.01	""A protein modification that effectively converts a glycine residue to a glycinium (protonated glycine).""",,,,,,,,,,
"MOD:00072	G	14.03	""A protein modification that effectively converts a glycine residue to N-methylglycine.""",,,,,,,,,,
"MOD:01180	G	16.00	""A protein modification that effectively converts a glycine residue to 2-hydroxyglycine.""",,,,,,,,,,
"MOD:00270	G	16.06	""A protein modification that effectively converts a glycine residue to an internal 1-thioglycine.""",,,,,,,,,,
"MOD:01623	G	16.06	""A protein modification that effectively converts a glycine residue to a C-terminal 1-thioglycine.""",,,,,,,,,,
"MOD:01625	G	16.06	""A protein modification that effectively converts a glycine residue to 1-thioglycine.""",,,,,,,,,,
"MOD:00066	G	28.01	""A protein modification that effectively converts a glycine residue to N-formylglycine.""",,,,,,,,,,
"MOD:01983	G	28.05	""A protein modification that effectively converts a glycine residue to N","N-dimethyllglycine.""",,,,,,,,,
"MOD:00055	G	42.04	""A protein modification that effectively converts a glycine residue to N-acetylglycine.""",,,,,,,,,,
"MOD:01982	G	43.09	""modification from RESID""",,,,,,,,,,
"MOD:01777	G	103.14	""A protein modification that effectively converts a C-terminal glycine residue to S-(glycyl)-L-cysteine by forming a thioester bond with a free L-cysteine.""",,,,,,,,,,
"MOD:01778	G	103.14	""A protein modification that effectively converts a C-terminal glycine residue to N-(glycyl)-L-cysteine by forming a peptide bond with a free L-cysteine.""",,,,,,,,,,
"MOD:00170	G	123.05	""A protein modification that effectively converts a glycine residue to N-glycyl-glycosylphosphatidylinositolethanolamine.""",,,,,,,,,,
"MOD:00174	G	123.05	""A protein modification that effectively converts a glycine residue to N-glycyl-glycosylsphingolipidinositolethanolamine.""",,,,,,,,,,
"MOD:00067	G	176.12	""A protein modification that effectively converts a glycine residue to N-D-glucuronoylglycine.""",,,,,,,,,,
"MOD:00504	G	206.33	""A protein modification that effectively converts a glycine residue to N-(cis",cis-delta 5,"delta 8)-tetradecadienoylglycine.""",,,,,,,,
"MOD:00503	G	208.35	""A protein modification that effectively converts a glycine residue to N-(cis-delta 5)-tetradecaenoylglycine.""",,,,,,,,,,
"MOD:00068	G	210.36	""A protein modification that effectively converts a glycine residue to N-myristoylglycine.""",,,,,,,,,,
"MOD:00344	G	238.41	""A protein modification that effectively converts a glycine residue to N-palmitoylglycine.""",,,,,,,,,,
"MOD:01614	G	329.21	""A protein modification that effectively converts a glycine residue to glycyl phospho-5&apos;-adenosine.""",,,,,,,,,,
"MOD:00314	G	368.65	""A protein modification that effectively converts a glycine residue to glycine cholesterol ester.""",,,,,,,,,,
"MOD:00351	G	699.99	""A protein modification that effectively converts a glycine residue to N-glycyl-1-(phosphatidyl)ethanolamine.""",,,,,,,,,,
"MOD:01639	H	-137.14	""A protein modification that effectively removes or replaces an L-histidine.""",,,,,,,,,,
"MOD:01788	H	-27.00	""A protein modification that effectively converts an N-terminal L-histidine residue to histidine immonium ion.""",,,,,,,,,,
"MOD:00775	H	-23.04	""An artifactual protein modification that converts an L-histidine residue to L-asparagine by oxidative degradation.""",,,,,,,,,,
"MOD:00776	H	-22.05	""An artifactual protein modification that converts an L-histidine residue to L-aspartic acid by oxidative degradation.""",,,,,,,,,,
"MOD:00098	H	-0.98	""A protein modification that effectively converts an L-histidine residue to L-histidine amide.""",,,,,,,,,,
"MOD:00082	H	14.03	""A protein modification that effectively converts an L-histidine residue to pros-methyl-L-histidine (N-pi-methyl-L-histidine"," 3&apos;-methyl-L-histidine).""",,,,,,,,,
"MOD:00322	H	14.03	""A protein modification that effectively converts an L-histidine residue to tele-methyl-L-histidine.""",,,,,,,,,,
"MOD:00724	H	14.03	""A protein modification that effectively replaces one hydrogen atom on a nitrogen of an L-histidine residue with one methyl group.""",,,,,,,,,,
"MOD:01920	H	16.00	""A protein modification that effectively converts an L-histidine residue to 3-hydroxy-L-histidine.""",,,,,,,,,,
"MOD:01324	H	26.04	""modification from UniMod Other -""",,,,,,,,,,
"MOD:01288	H	28.05	""modification from UniMod Other -""",,,,,,,,,,
"MOD:01323	H	40.06	""modification from UniMod Other -""",,,,,,,,,,
"MOD:00781	H	42.04	""A protein modification that effectively converts an L-histidine residue to N2-acetyl-L-histidine.""",,,,,,,,,,
"MOD:01282	H	56.06	""modification from UniMod Other -""",,,,,,,,,,
"MOD:01213	H	57.05	""A protein modification that effectively converts an L-histidine residue to an iodoacetamide derivatized histidine"," either 1&apos;- or 3&apos;-(carboxamidolmethyl)histidine.""",,,,,,,,,
"MOD:01279	H	70.09	""modification from UniMod Other -""",,,,,,,,,,
"MOD:00182	H	78.90	""A protein modification that effectively converts an L-histidine residue to L-bromohistidine.""",,,,,,,,,,
"MOD:00044	H	79.98	""A protein modification that effectively converts an L-histidine residue to tele-phospho-L-histidine (N-tau-phospho-L-histidine"," 1&apos;-phospho-L-histidine).""",,,,,,,,,
"MOD:00045	H	79.98	""A protein modification that effectively converts an L-histidine residue to pros-phospho-L-histidine (N-pi-phospho-L-histidine"," 3&apos;-phospho-L-histidine).""",,,,,,,,,
"MOD:00890	H	79.98	""A protein modification that effectively converts an L-histidine residue to a phosphorylated L-histidine", such as pros-phosphohistidine," or tele-phosphohistidine.""",,,,,,,,
"MOD:01177	H	90.08	""A protein modification that effectively converts an L-histidine residue to 1&apos;-(1",2,"3-trihydroxyprop-2-yl)-L-histidine.""",,,,,,,,
"MOD:00802	H	116.95	""a protein modification that effectively converts an L-histidine residue to L-histidino vanadium tetraoxide""",,,,,,,,,,
"MOD:01229	H	125.90	""A protein modification that effectively converts an L-histidine residue to an L-iodohistidine.""",,,,,,,,,,
"MOD:00049	H	143.21	""A protein modification that effectively converts an L-histidine residue to diphthamide.""",,,,,,,,,,
"MOD:01496	H	144.10	""A protein modification that effectively replaces an N&apos;-hydrogen atom of a histidine residue with the Applied Biosystems iTRAQ4plex-115 reporter+balance group.""",,,,,,,,,,
"MOD:01503	H	144.10	""A protein modification that effectively replaces an N&apos;-hydrogen atom of a histidine residue with the Applied Biosystems iTRAQ4plex-116 reporter+balance group.""",,,,,,,,,,
"MOD:01510	H	144.10	""A protein modification that effectively replaces an N&apos;-hydrogen atom of a histidine residue with the Applied Biosystems iTRAQ4plex-117 reporter+balance group.""",,,,,,,,,,
"MOD:01489	H	144.11	""A protein modification that effectively replaces an N&apos;-hydrogen atom of a histidine residue with the Applied Biosystems iTRAQ4plex-114 reporter+balance group.""",,,,,,,,,,
"MOD:01239	H	156.22	""A protein modification produced by formation of an adduct of an L-histidine residue with 4-hydroxynonenal.""",,,,,,,,,,
"MOD:01300	H	158.24	""A protein modification produced by formation of an adduct of an L-histidine residue with 4-hydroxynonenal artificially reduced by a reagent such as NaBH4.""",,,,,,,,,,
"MOD:01274	H	183.23	""A protein modification that is produced by formation of an adduct with 4-(2-aminoethyl)benzenesulfonyl fluoride", AEBS," and an L-histidine residue.""",,,,,,,,
"MOD:01319	H	218.34	""modification from UniMod Other""",,,,,,,,,,
"MOD:01724	H	229.16	""A protein modification that effectively replaces an N&apos;-hydrogen atom of a histidine residue with the Proteome Sciences TMT6plex-126 reporter+balance group.""",,,,,,,,,,
"MOD:01732	H	229.16	""A protein modification that effectively replaces an N&apos;-hydrogen atom of a histidine residue with the Proteome Sciences TMT6plex-127 reporter+balance group.""",,,,,,,,,,
"MOD:01740	H	229.16	""A protein modification that effectively replaces an N&apos;-hydrogen atom of a histidine residue with the Proteome Sciences TMT6plex-128 reporter+balance group.""",,,,,,,,,,
